Citation	DOI	Nodes	Study_id	Study_link
Stervander, M., Hansson, B., Olsson, U., Hulme, M. F., Ottosson, U., & Alström, P. (2020). Molecular Species Delimitation of Larks (Aves: Alaudidae), and Integrative Taxonomy of the Genus Calandrella, with the Description of a Range-Restricted African Relic Taxon. Diversity, 12(11), 428. https://doi.org/10.3390/d12110428	http://dx.doi.org/10.3390/d12110428	34	ot_2125	https://tree.opentreeoflife.org/curator/study/view/ot_2125
Subramanian, S., G. Beans-Picon, S. K. Swaminathan, C. D. Millar, D. M. Lambert. 2013. Evidence for a recent origin of penguins. Biology Letters 9 (6): 20130748-20130748.	http://dx.doi.org/10.1098/rsbl.2013.0748	5	pg_2798	https://tree.opentreeoflife.org/curator/study/view/pg_2798
Sushma Reddy, 2008, 'Systematics and biogeography of the shrike-babblers (Pteruthius): Species limits, molecular phylogenetics, and diversification patterns across southern Asia', Molecular Phylogenetics and Evolution, vol. 47, no. 1, pp. 54-72	http://dx.doi.org/10.1016/j.ympev.2008.01.014	2	ot_824	https://tree.opentreeoflife.org/curator/study/view/ot_824
Sweet, Andrew D., Kevin P. Johnson. 2015. Patterns of diversification in small New World ground doves are consistent with major geologic events. The Auk 132 (1): 300-312.	http://dx.doi.org/10.1642/auk-14-193.1	10	ot_769	https://tree.opentreeoflife.org/curator/study/view/ot_769
Tavares, E.S., Baker A., Pereira S., & Miyaki C. 2006. Phylogenetic relationships and historical biogeography of neotropical parrots (Psittaciformes: Psittacidae: Arini) inferred from mitochondrial and nuclear DNA Sequences. Systematic Biology 55 (3): 454-470.	http://dx.doi.org/10.1080/10635150600697390	2	pg_1979	https://tree.opentreeoflife.org/curator/study/view/pg_1979
Taxonomy, phylogeny and biogeography of cisticolas (Cisticola spp.)	https://open.uct.ac.za/items/d5644c7b-f4a8-4e30-a518-b6562c628ba3	39	ot_2270	https://tree.opentreeoflife.org/curator/study/view/ot_2270
Tietze, Dieter Thomas, Martin Päckert, Jochen Martens, Henriette Lehmann, Yue-Hua Sun. 2013. Complete phylogeny and historical biogeography of true rosefinches (Aves: Carpodacus) . Zoological Journal of the Linnean Society 169 (1): 215-234.	http://dx.doi.org/10.1111/zoj.12057	18	pg_2874	https://tree.opentreeoflife.org/curator/study/view/pg_2874
Torres, Chris R, Lisa M Ogawa, Mark AF Gillingham, Brittney Ferrari, Marcel van Tuinen. 2014. A multi-locus inference of the evolutionary diversification of extant flamingos (Phoenicopteridae). BMC Evolutionary Biology 14 (1): 36.	http://dx.doi.org/10.1186/1471-2148-14-36	4	ot_122	https://tree.opentreeoflife.org/curator/study/view/ot_122
Ulf S. Johansson, Jon Fjeldså, Rauri C.K. Bowie, 2008, 'Phylogenetic relationships within Passerida (Aves: Passeriformes): A review and a new molecular phylogeny based on three nuclear intron markers', Molecular Phylogenetics and Evolution, vol. 48, no. 3, pp. 858-876	http://dx.doi.org/10.1016/j.ympev.2008.05.029	36	ot_854	https://tree.opentreeoflife.org/curator/study/view/ot_854
Ulf S. Johansson, Martin Irestedt, Yanhua Qu, Per G.P. Ericson, 2018, 'Phylogenetic relationships of rollers (Coraciidae) based on complete mitochondrial genomes and fifteen nuclear genes', Molecular Phylogenetics and Evolution, vol. 126, pp. 17-22	http://dx.doi.org/10.1016/j.ympev.2018.03.030	9	ot_1285	https://tree.opentreeoflife.org/curator/study/view/ot_1285
Vianna, J. A., Fernandes, F. A. N., Frugone, M. J., Figueiró, H. V., Pertierra, L. R., Noll, D., … Bowie, R. C. K. (2020). Genome-wide analyses reveal drivers of penguin diversification. Proceedings of the National Academy of Sciences, 117(36), 22303–22310. doi:10.1073/pnas.2006659117	http://dx.doi.org/10.1073/pnas.2006659117	25	ot_2020	https://tree.opentreeoflife.org/curator/study/view/ot_2020
Voelker, G. (2002). Molecular phylogenetics and the historical biogeography of dippers (Cinclus). Ibis, 144(4), 577–584. https://doi.org/10.1046/j.1474-919x.2002.00084.x	http://dx.doi.org/10.1046/j.1474-919x.2002.00084.x	3	ot_2149	https://tree.opentreeoflife.org/curator/study/view/ot_2149
Voelker, G., & Light J.E. 2011. Palaeoclimatic events, dispersal and migratory losses along the Afro-European axis as drivers of biogeographic distribution in Sylvia warblers. BMC Evolutionary Biology 11: 163.	http://dx.doi.org/10.1186/1471-2148-11-163	12	pg_2332	https://tree.opentreeoflife.org/curator/study/view/pg_2332
Wang, Ning, Rebecca T. Kimball, Edward L. Braun, Bin Liang, Zhengwang Zhang. 2016. Ancestral range reconstruction of Galliformes: the effects of topology and taxon sampling. Journal of Biogeography	http://dx.doi.org/10.1111/jbi.12782	63	ot_753	https://tree.opentreeoflife.org/curator/study/view/ot_753
White, N. D., & Braun, M. J. (2019). Extracting phylogenetic signal from phylogenomic data: Higher-level relationships of the nightbirds (Strisores). Molecular Phylogenetics and Evolution, 141, 106611. https://doi.org/10.1016/j.ympev.2019.106611	http://dx.doi.org/10.1016/j.ympev.2019.106611	15	ot_2132	https://tree.opentreeoflife.org/curator/study/view/ot_2132
White, Nicole E., Matthew J. Phillips, M. Thomas P. Gilbert, Alonzo Alfaro-Núñez, Eske Willerslev, Peter R. Mawson, Peter B.S. Spencer, Michael Bunce. 2011. The evolutionary history of cockatoos (Aves: Psittaciformes: Cacatuidae). Molecular Phylogenetics and Evolution 59 (3): 615-622.	http://dx.doi.org/10.1016/j.ympev.2011.03.011	8	ot_160	https://tree.opentreeoflife.org/curator/study/view/ot_160
Whittingham, Linda A., Frederick H. Sheldon, Stephen T. Emlen. 2000. Molecular phylogeny of jacanas and its implications for morphologic and biogeographic evolution. The Auk 117 (1): 22-32.	http://dx.doi.org/10.1642/0004-8038(2000)117[0022:mpojai]2.0.co;2	4	ot_136	https://tree.opentreeoflife.org/curator/study/view/ot_136
Wood, Jamie R., Kieren J. Mitchell, R. Paul Scofield, Vanesa L. De Pietri, Nicolas J. Rawlence, Alan Cooper. 2016. Phylogenetic relationships and terrestrial adaptations of the extinct laughing owl, Sceloglaux albifacies (Aves: Strigidae). Zoological Journal of the Linnean Society	http://dx.doi.org/10.1111/zoj.12483	38	ot_773	https://tree.opentreeoflife.org/curator/study/view/ot_773
Wright, T. F., E. E. Schirtzinger, T. Matsumoto, J. R. Eberhard, G. R. Graves, J. J. Sanchez, S. Capelli, H. Muller, J. Scharpegge, G. K. Chambers, R. C. Fleischer. 2008. A multilocus molecular phylogeny of the parrots (Psittaciformes): support for a Gondwanan origin during the Cretaceous. Molecular Biology and Evolution 25 (10): 2141-2156.	http://dx.doi.org/10.1093/molbev/msn160	35	pg_2805	https://tree.opentreeoflife.org/curator/study/view/pg_2805
Yonezawa, T., Segawa, T., Mori, H., Campos, P. F., Hongoh, Y., Endo, H., Akiyoshi, A., Kohno, N., Nishida, S., Wu, J., Jin, H., Adachi, J., Kishino, H., Kurokawa, K., Nogi, Y., Tanabe, H., Mukoyama, H., Yoshida, K., Rasoamiaramanana, A., … Hasegawa, M. (2017). Phylogenomics and Morphology of Extinct Paleognaths Reveal the Origin and Evolution of the Ratites. Current Biology, 27(1), 68–77. https://doi.org/10.1016/j.cub.2016.10.029	http://dx.doi.org/10.1016/j.cub.2016.10.029	9	ot_2083	https://tree.opentreeoflife.org/curator/study/view/ot_2083
Younger, J. L., Block, N. L., Raherilalao, M. J., Maddox, J. D., Wacker, K. S., Kyriazis, C. C., Goodman, S. M., & Reddy, S. (2019). Diversification of a cryptic radiation, a closer look at Madagascar’s recently recognized bird family. https://doi.org/10.1101/825687	http://dx.doi.org/10.1101/825687	9	ot_2185	https://tree.opentreeoflife.org/curator/study/view/ot_2185
Zhang, Z., Wang, X., Huang, Y., Olsson, U., Martinez, J., Alström, P., & Lei, F. (2016). Unexpected divergence and lack of divergence revealed in continental Asian Cyornis flycatchers (Aves: Muscicapidae). Molecular Phylogenetics and Evolution, 94, 232–241. https://doi.org/10.1016/j.ympev.2015.08.024	http://dx.doi.org/10.1016/j.ympev.2015.08.024	8	ot_2190	https://tree.opentreeoflife.org/curator/study/view/ot_2190
Zhao, M., Gordon Burleigh, J., Olsson, U., Alström, P., & Kimball, R. T. (2023). A near-complete and time-calibrated phylogeny of the Old World flycatchers, robins and chats (Aves, Muscicapidae). Molecular Phylogenetics and Evolution, 178, 107646. https://doi.org/10.1016/j.ympev.2022.107646	http://dx.doi.org/10.1016/j.ympev.2022.107646	297	ot_2167	https://tree.opentreeoflife.org/curator/study/view/ot_2167
Zhou, Xiaoping, Chengte Yao, Qingxian Lin, Wenzhen Fang, Xiaolin Chen. 2015. Complete mitochondrial genomes render the Night Heron genus Gorsachius non-monophyletic. Journal of Ornithology 157 (2): 505-513	http://dx.doi.org/10.1007/s10336-015-1297-z	14	ot_862	https://tree.opentreeoflife.org/curator/study/view/ot_862
Zink, Robert M., Donna L. Dittmann, John Klicka, Rachelle C. Blackwell-Rago. 1999. Evolutionary patterns of morphometrics, allozymes, and mitochondrial DNA in thrashers (genus Toxostoma). The Auk 116 (4): 1021-1038	http://www.jstor.org/stable/4089682	7	ot_880	https://tree.opentreeoflife.org/curator/study/view/ot_880
Zink, Robert M., Rachelle C. Blackwell. 1998. Molecular systematics and biogeography of aridland gnatcatchers (genus Polioptila) and evidence supporting species status of the California gnatcatcher (Polioptila californica). Molecular Phylogenetics and Evolution 9 (1): 26-32	http://dx.doi.org/10.1006/mpev.1997.0444	2	ot_882	https://tree.opentreeoflife.org/curator/study/view/ot_882
Zino, Francis, Ruth Brown, Manuel Biscoito. 2008. The separation of Pterodroma madeira (Zino's Petrel) from Pterodroma feae (Fea's Petrel) (Aves: Procellariidae). Ibis 150 (2): 326-334	http://dx.doi.org/10.1111/j.1474-919x.2007.00794.x	7	ot_820	https://tree.opentreeoflife.org/curator/study/view/ot_820
Zuccon, Dario, Alice Cibois, Eric Pasquet, Per G.P. Ericson. 2006. Nuclear and mitochondrial sequence data reveal the major lineages of starlings, mynas and related taxa. Molecular Phylogenetics and Evolution 41 (2): 333-344	http://dx.doi.org/10.1016/j.ympev.2006.05.007	20	ot_874	https://tree.opentreeoflife.org/curator/study/view/ot_874
Zuccon, Dario, Robert Prŷs-Jones, Pamela C. Rasmussen, and Per G.P. Ericson. 2012. The phylogenetic relationships and generic limits of finches (Fringillidae). Molecular Phylogenetics and Evolution 62 (2): 581-596.	http://dx.doi.org/10.1016/j.ympev.2011.10.002	77	pg_2692	https://tree.opentreeoflife.org/curator/study/view/pg_2692
Zwiers, Paul B., Gerald Borgia, Robert C. Fleischer. 2008. Plumage based classification of the bowerbird genus Sericulus evaluated using a multi-gene, multi-genome analysis. Molecular Phylogenetics and Evolution 46 (3): 923-931	http://dx.doi.org/10.1016/j.ympev.2007.11.019	3	ot_815	https://tree.opentreeoflife.org/curator/study/view/ot_815
